residue,next_residue,weight_tau_capped_R,tau_exact,next_index
2449,1837,2,2,918
2451,3677,1,1,1838
2453,115,6,6,57
2455,3683,1,1,1841
2457,1843,2,2,921
2459,3689,1,1,1844
2461,923,3,3,461
2463,3695,1,1,1847
2465,1849,2,2,924
2467,3701,1,1,1850
2469,463,4,4,231
2471,3707,1,1,1853
2473,1855,2,2,927
2475,3713,1,1,1856
2477,929,3,3,464
2479,3719,1,1,1859
2481,1861,2,2,930
2483,3725,1,1,1862
2485,233,5,5,116
2487,3731,1,1,1865
2489,1867,2,2,933
2491,3737,1,1,1868
2493,935,3,3,467
2495,3743,1,1,1871
2497,1873,2,2,936
2499,3749,1,1,1874
2501,469,4,4,234
2503,3755,1,1,1877
2505,1879,2,2,939
2507,3761,1,1,1880
2509,941,3,3,470
2511,3767,1,1,1883
2513,1885,2,2,942
2515,3773,1,1,1886
2517,59,7,7,29
2519,3779,1,1,1889
2521,1891,2,2,945
2523,3785,1,1,1892
2525,947,3,3,473
2527,3791,1,1,1895
2529,1897,2,2,948
2531,3797,1,1,1898
2533,475,4,4,237
2535,3803,1,1,1901
2537,1903,2,2,951
2539,3809,1,1,1904
2541,953,3,3,476
2543,3815,1,1,1907
2545,1909,2,2,954
2547,3821,1,1,1910
2549,239,5,5,119
2551,3827,1,1,1913
2553,1915,2,2,957
2555,3833,1,1,1916
2557,959,3,3,479
2559,3839,1,1,1919
2561,1921,2,2,960
2563,3845,1,1,1922
2565,481,4,4,240
2567,3851,1,1,1925
2569,1927,2,2,963
2571,3857,1,1,1928
2573,965,3,3,482
2575,3863,1,1,1931
2577,1933,2,2,966
2579,3869,1,1,1934
2581,121,6,6,60
2583,3875,1,1,1937
2585,1939,2,2,969
2587,3881,1,1,1940
2589,971,3,3,485
2591,3887,1,1,1943
2593,1945,2,2,972
2595,3893,1,1,1946
2597,487,4,4,243
2599,3899,1,1,1949
2601,1951,2,2,975
2603,3905,1,1,1952
2605,977,3,3,488
2607,3911,1,1,1955
2609,1957,2,2,978
2611,3917,1,1,1958
2613,245,5,5,122
2615,3923,1,1,1961
2617,1963,2,2,981
2619,3929,1,1,1964
2621,983,3,3,491
2623,3935,1,1,1967
2625,1969,2,2,984
2627,3941,1,1,1970
2629,493,4,4,246
2631,3947,1,1,1973
2633,1975,2,2,987
2635,3953,1,1,1976
2637,989,3,3,494
2639,3959,1,1,1979
2641,1981,2,2,990
2643,3965,1,1,1982
2645,31,8,8,15
2647,3971,1,1,1985
2649,1987,2,2,993
2651,3977,1,1,1988
2653,995,3,3,497
2655,3983,1,1,1991
2657,1993,2,2,996
2659,3989,1,1,1994
2661,499,4,4,249
2663,3995,1,1,1997
2665,1999,2,2,999
2667,4001,1,1,2000
2669,1001,3,3,500
2671,4007,1,1,2003
2673,2005,2,2,1002
2675,4013,1,1,2006
2677,251,5,5,125
2679,4019,1,1,2009
2681,2011,2,2,1005
2683,4025,1,1,2012
2685,1007,3,3,503
2687,4031,1,1,2015
2689,2017,2,2,1008
2691,4037,1,1,2018
2693,505,4,4,252
2695,4043,1,1,2021
2697,2023,2,2,1011
2699,4049,1,1,2024
2701,1013,3,3,506
2703,4055,1,1,2027
2705,2029,2,2,1014
2707,4061,1,1,2030
2709,127,6,6,63
2711,4067,1,1,2033
2713,2035,2,2,1017
2715,4073,1,1,2036
2717,1019,3,3,509
2719,4079,1,1,2039
2721,2041,2,2,1020
2723,4085,1,1,2042
2725,511,4,4,255
2727,4091,1,1,2045
2729,2047,2,2,1023
2731,4097,1,1,2048
2733,1025,3,3,512
2735,4103,1,1,2051
2737,2053,2,2,1026
2739,4109,1,1,2054
2741,257,5,5,128
2743,4115,1,1,2057
2745,2059,2,2,1029
2747,4121,1,1,2060
2749,1031,3,3,515
2751,4127,1,1,2063
2753,2065,2,2,1032
2755,4133,1,1,2066
2757,517,4,4,258
2759,4139,1,1,2069
2761,2071,2,2,1035
2763,4145,1,1,2072
2765,1037,3,3,518
2767,4151,1,1,2075
2769,2077,2,2,1038
2771,4157,1,1,2078
2773,65,7,7,32
2775,4163,1,1,2081
2777,2083,2,2,1041
2779,4169,1,1,2084
2781,1043,3,3,521
2783,4175,1,1,2087
2785,2089,2,2,1044
2787,4181,1,1,2090
2789,523,4,4,261
2791,4187,1,1,2093
2793,2095,2,2,1047
2795,4193,1,1,2096
2797,1049,3,3,524
2799,4199,1,1,2099
2801,2101,2,2,1050
2803,4205,1,1,2102
2805,263,5,5,131
2807,4211,1,1,2105
2809,2107,2,2,1053
2811,4217,1,1,2108
2813,1055,3,3,527
2815,4223,1,1,2111
2817,2113,2,2,1056
2819,4229,1,1,2114
2821,529,4,4,264
2823,4235,1,1,2117
2825,2119,2,2,1059
2827,4241,1,1,2120
2829,1061,3,3,530
2831,4247,1,1,2123
2833,2125,2,2,1062
2835,4253,1,1,2126
2837,133,6,6,66
2839,4259,1,1,2129
2841,2131,2,2,1065
2843,4265,1,1,2132
2845,1067,3,3,533
2847,4271,1,1,2135
2849,2137,2,2,1068
2851,4277,1,1,2138
2853,535,4,4,267
2855,4283,1,1,2141
2857,2143,2,2,1071
2859,4289,1,1,2144
2861,1073,3,3,536
2863,4295,1,1,2147
2865,2149,2,2,1074
2867,4301,1,1,2150
2869,269,5,5,134
2871,4307,1,1,2153
2873,2155,2,2,1077
2875,4313,1,1,2156
2877,1079,3,3,539
2879,4319,1,1,2159
2881,2161,2,2,1080
2883,4325,1,1,2162
2885,541,4,4,270
2887,4331,1,1,2165
2889,2167,2,2,1083
2891,4337,1,1,2168
2893,1085,3,3,542
2895,4343,1,1,2171
2897,2173,2,2,1086
2899,4349,1,1,2174
2901,17,9,9,8
2903,4355,1,1,2177
2905,2179,2,2,1089
2907,4361,1,1,2180
2909,1091,3,3,545
2911,4367,1,1,2183
2913,2185,2,2,1092
2915,4373,1,1,2186
2917,547,4,4,273
2919,4379,1,1,2189
2921,2191,2,2,1095
2923,4385,1,1,2192
2925,1097,3,3,548
2927,4391,1,1,2195
2929,2197,2,2,1098
2931,4397,1,1,2198
2933,275,5,5,137
2935,4403,1,1,2201
2937,2203,2,2,1101
2939,4409,1,1,2204
2941,1103,3,3,551
2943,4415,1,1,2207
2945,2209,2,2,1104
2947,4421,1,1,2210
2949,553,4,4,276
2951,4427,1,1,2213
2953,2215,2,2,1107
2955,4433,1,1,2216
2957,1109,3,3,554
2959,4439,1,1,2219
2961,2221,2,2,1110
2963,4445,1,1,2222
2965,139,6,6,69
2967,4451,1,1,2225
2969,2227,2,2,1113
2971,4457,1,1,2228
2973,1115,3,3,557
2975,4463,1,1,2231
2977,2233,2,2,1116
2979,4469,1,1,2234
2981,559,4,4,279
2983,4475,1,1,2237
2985,2239,2,2,1119
2987,4481,1,1,2240
2989,1121,3,3,560
2991,4487,1,1,2243
2993,2245,2,2,1122
2995,4493,1,1,2246
2997,281,5,5,140
2999,4499,1,1,2249
3001,2251,2,2,1125
3003,4505,1,1,2252
3005,1127,3,3,563
3007,4511,1,1,2255
3009,2257,2,2,1128
3011,4517,1,1,2258
3013,565,4,4,282
3015,4523,1,1,2261
3017,2263,2,2,1131
3019,4529,1,1,2264
3021,1133,3,3,566
3023,4535,1,1,2267
3025,2269,2,2,1134
3027,4541,1,1,2270
3029,71,7,7,35
3031,4547,1,1,2273
3033,2275,2,2,1137
3035,4553,1,1,2276
3037,1139,3,3,569
3039,4559,1,1,2279
3041,2281,2,2,1140
3043,4565,1,1,2282
3045,571,4,4,285
3047,4571,1,1,2285
3049,2287,2,2,1143
3051,4577,1,1,2288
3053,1145,3,3,572
3055,4583,1,1,2291
3057,2293,2,2,1146
3059,4589,1,1,2294
3061,287,5,5,143
3063,4595,1,1,2297
3065,2299,2,2,1149
3067,4601,1,1,2300
3069,1151,3,3,575
3071,4607,1,1,2303
3073,2305,2,2,1152
3075,4613,1,1,2306
3077,577,4,4,288
3079,4619,1,1,2309
3081,2311,2,2,1155
3083,4625,1,1,2312
3085,1157,3,3,578
3087,4631,1,1,2315
3089,2317,2,2,1158
3091,4637,1,1,2318
3093,145,6,6,72
3095,4643,1,1,2321
3097,2323,2,2,1161
3099,4649,1,1,2324
3101,1163,3,3,581
3103,4655,1,1,2327
3105,2329,2,2,1164
3107,4661,1,1,2330
3109,583,4,4,291
3111,4667,1,1,2333
3113,2335,2,2,1167
3115,4673,1,1,2336
3117,1169,3,3,584
3119,4679,1,1,2339
3121,2341,2,2,1170
3123,4685,1,1,2342
3125,293,5,5,146
3127,4691,1,1,2345
3129,2347,2,2,1173
3131,4697,1,1,2348
3133,1175,3,3,587
3135,4703,1,1,2351
3137,2353,2,2,1176
3139,4709,1,1,2354
3141,589,4,4,294
3143,4715,1,1,2357
3145,2359,2,2,1179
3147,4721,1,1,2360
3149,1181,3,3,590
3151,4727,1,1,2363
3153,2365,2,2,1182
3155,4733,1,1,2366
3157,37,8,8,18
3159,4739,1,1,2369
3161,2371,2,2,1185
3163,4745,1,1,2372
3165,1187,3,3,593
3167,4751,1,1,2375
3169,2377,2,2,1188
3171,4757,1,1,2378
3173,595,4,4,297
3175,4763,1,1,2381
3177,2383,2,2,1191
3179,4769,1,1,2384
3181,1193,3,3,596
3183,4775,1,1,2387
3185,2389,2,2,1194
3187,4781,1,1,2390
3189,299,5,5,149
3191,4787,1,1,2393
3193,2395,2,2,1197
3195,4793,1,1,2396
3197,1199,3,3,599
3199,4799,1,1,2399
3201,2401,2,2,1200
3203,4805,1,1,2402
3205,601,4,4,300
3207,4811,1,1,2405
3209,2407,2,2,1203
3211,4817,1,1,2408
3213,1205,3,3,602
3215,4823,1,1,2411
3217,2413,2,2,1206
3219,4829,1,1,2414
3221,151,6,6,75
3223,4835,1,1,2417
3225,2419,2,2,1209
3227,4841,1,1,2420
3229,1211,3,3,605
3231,4847,1,1,2423
3233,2425,2,2,1212
3235,4853,1,1,2426
3237,607,4,4,303
3239,4859,1,1,2429
3241,2431,2,2,1215
3243,4865,1,1,2432
3245,1217,3,3,608
3247,4871,1,1,2435
3249,2437,2,2,1218
3251,4877,1,1,2438
3253,305,5,5,152
3255,4883,1,1,2441
3257,2443,2,2,1221
3259,4889,1,1,2444
3261,1223,3,3,611
3263,4895,1,1,2447
3265,2449,2,2,1224
3267,4901,1,1,2450
3269,613,4,4,306
3271,4907,1,1,2453
3273,2455,2,2,1227
3275,4913,1,1,2456
3277,1229,3,3,614
3279,4919,1,1,2459
3281,2461,2,2,1230
3283,4925,1,1,2462
3285,77,7,7,38
3287,4931,1,1,2465
3289,2467,2,2,1233
3291,4937,1,1,2468
3293,1235,3,3,617
3295,4943,1,1,2471
3297,2473,2,2,1236
3299,4949,1,1,2474
3301,619,4,4,309
3303,4955,1,1,2477
3305,2479,2,2,1239
3307,4961,1,1,2480
3309,1241,3,3,620
3311,4967,1,1,2483
3313,2485,2,2,1242
3315,4973,1,1,2486
3317,311,5,5,155
3319,4979,1,1,2489
3321,2491,2,2,1245
3323,4985,1,1,2492
3325,1247,3,3,623
3327,4991,1,1,2495
3329,2497,2,2,1248
3331,4997,1,1,2498
3333,625,4,4,312
3335,5003,1,1,2501
3337,2503,2,2,1251
3339,5009,1,1,2504
3341,1253,3,3,626
3343,5015,1,1,2507
3345,2509,2,2,1254
3347,5021,1,1,2510
3349,157,6,6,78
3351,5027,1,1,2513
3353,2515,2,2,1257
3355,5033,1,1,2516
3357,1259,3,3,629
3359,5039,1,1,2519
3361,2521,2,2,1260
3363,5045,1,1,2522
3365,631,4,4,315
3367,5051,1,1,2525
3369,2527,2,2,1263
3371,5057,1,1,2528
3373,1265,3,3,632
3375,5063,1,1,2531
3377,2533,2,2,1266
3379,5069,1,1,2534
3381,317,5,5,158
3383,5075,1,1,2537
3385,2539,2,2,1269
3387,5081,1,1,2540
3389,1271,3,3,635
3391,5087,1,1,2543
3393,2545,2,2,1272
3395,5093,1,1,2546
3397,637,4,4,318
3399,5099,1,1,2549
3401,2551,2,2,1275
3403,5105,1,1,2552
3405,1277,3,3,638
3407,5111,1,1,2555
3409,2557,2,2,1278
3411,5117,1,1,2558
3413,5,11,11,2
3415,5123,1,1,2561
3417,2563,2,2,1281
3419,5129,1,1,2564
3421,1283,3,3,641
3423,5135,1,1,2567
3425,2569,2,2,1284
3427,5141,1,1,2570
3429,643,4,4,321
3431,5147,1,1,2573
3433,2575,2,2,1287
3435,5153,1,1,2576
3437,1289,3,3,644
3439,5159,1,1,2579
3441,2581,2,2,1290
3443,5165,1,1,2582
3445,323,5,5,161
3447,5171,1,1,2585
3449,2587,2,2,1293
3451,5177,1,1,2588
3453,1295,3,3,647
3455,5183,1,1,2591
3457,2593,2,2,1296
3459,5189,1,1,2594
3461,649,4,4,324
3463,5195,1,1,2597
3465,2599,2,2,1299
3467,5201,1,1,2600
3469,1301,3,3,650
3471,5207,1,1,2603
3473,2605,2,2,1302
3475,5213,1,1,2606
3477,163,6,6,81
3479,5219,1,1,2609
3481,2611,2,2,1305
3483,5225,1,1,2612
3485,1307,3,3,653
3487,5231,1,1,2615
3489,2617,2,2,1308
3491,5237,1,1,2618
3493,655,4,4,327
3495,5243,1,1,2621
3497,2623,2,2,1311
3499,5249,1,1,2624
3501,1313,3,3,656
3503,5255,1,1,2627
3505,2629,2,2,1314
3507,5261,1,1,2630
3509,329,5,5,164
3511,5267,1,1,2633
3513,2635,2,2,1317
3515,5273,1,1,2636
3517,1319,3,3,659
3519,5279,1,1,2639
3521,2641,2,2,1320
3523,5285,1,1,2642
3525,661,4,4,330
3527,5291,1,1,2645
3529,2647,2,2,1323
3531,5297,1,1,2648
3533,1325,3,3,662
3535,5303,1,1,2651
3537,2653,2,2,1326
3539,5309,1,1,2654
3541,83,7,7,41
3543,5315,1,1,2657
3545,2659,2,2,1329
3547,5321,1,1,2660
3549,1331,3,3,665
3551,5327,1,1,2663
3553,2665,2,2,1332
3555,5333,1,1,2666
3557,667,4,4,333
3559,5339,1,1,2669
3561,2671,2,2,1335
3563,5345,1,1,2672
3565,1337,3,3,668
3567,5351,1,1,2675
3569,2677,2,2,1338
3571,5357,1,1,2678
3573,335,5,5,167
3575,5363,1,1,2681
3577,2683,2,2,1341
3579,5369,1,1,2684
3581,1343,3,3,671
3583,5375,1,1,2687
3585,2689,2,2,1344
3587,5381,1,1,2690
3589,673,4,4,336
3591,5387,1,1,2693
3593,2695,2,2,1347
3595,5393,1,1,2696
3597,1349,3,3,674
3599,5399,1,1,2699
3601,2701,2,2,1350
3603,5405,1,1,2702
3605,169,6,6,84
3607,5411,1,1,2705
3609,2707,2,2,1353
3611,5417,1,1,2708
3613,1355,3,3,677
3615,5423,1,1,2711
3617,2713,2,2,1356
3619,5429,1,1,2714
3621,679,4,4,339
3623,5435,1,1,2717
3625,2719,2,2,1359
3627,5441,1,1,2720
3629,1361,3,3,680
3631,5447,1,1,2723
3633,2725,2,2,1362
3635,5453,1,1,2726
3637,341,5,5,170
3639,5459,1,1,2729
3641,2731,2,2,1365
3643,5465,1,1,2732
3645,1367,3,3,683
3647,5471,1,1,2735
3649,2737,2,2,1368
3651,5477,1,1,2738
3653,685,4,4,342
3655,5483,1,1,2741
3657,2743,2,2,1371
3659,5489,1,1,2744
3661,1373,3,3,686
3663,5495,1,1,2747
3665,2749,2,2,1374
3667,5501,1,1,2750
3669,43,8,8,21
3671,5507,1,1,2753
3673,2755,2,2,1377
3675,5513,1,1,2756
3677,1379,3,3,689
3679,5519,1,1,2759
3681,2761,2,2,1380
3683,5525,1,1,2762
3685,691,4,4,345
3687,5531,1,1,2765
3689,2767,2,2,1383
3691,5537,1,1,2768
3693,1385,3,3,692
3695,5543,1,1,2771
3697,2773,2,2,1386
3699,5549,1,1,2774
3701,347,5,5,173
3703,5555,1,1,2777
3705,2779,2,2,1389
3707,5561,1,1,2780
3709,1391,3,3,695
3711,5567,1,1,2783
3713,2785,2,2,1392
3715,5573,1,1,2786
3717,697,4,4,348
3719,5579,1,1,2789
3721,2791,2,2,1395
3723,5585,1,1,2792
3725,1397,3,3,698
3727,5591,1,1,2795
3729,2797,2,2,1398
3731,5597,1,1,2798
3733,175,6,6,87
3735,5603,1,1,2801
3737,2803,2,2,1401
3739,5609,1,1,2804
3741,1403,3,3,701
3743,5615,1,1,2807
3745,2809,2,2,1404
3747,5621,1,1,2810
3749,703,4,4,351
3751,5627,1,1,2813
3753,2815,2,2,1407
3755,5633,1,1,2816
3757,1409,3,3,704
3759,5639,1,1,2819
3761,2821,2,2,1410
3763,5645,1,1,2822
3765,353,5,5,176
3767,5651,1,1,2825
3769,2827,2,2,1413
3771,5657,1,1,2828
3773,1415,3,3,707
3775,5663,1,1,2831
3777,2833,2,2,1416
3779,5669,1,1,2834
3781,709,4,4,354
3783,5675,1,1,2837
3785,2839,2,2,1419
3787,5681,1,1,2840
3789,1421,3,3,710
3791,5687,1,1,2843
3793,2845,2,2,1422
3795,5693,1,1,2846
3797,89,7,7,44
3799,5699,1,1,2849
3801,2851,2,2,1425
3803,5705,1,1,2852
3805,1427,3,3,713
3807,5711,1,1,2855
3809,2857,2,2,1428
3811,5717,1,1,2858
3813,715,4,4,357
3815,5723,1,1,2861
3817,2863,2,2,1431
3819,5729,1,1,2864
3821,1433,3,3,716
3823,5735,1,1,2867
3825,2869,2,2,1434
3827,5741,1,1,2870
3829,359,5,5,179
3831,5747,1,1,2873
3833,2875,2,2,1437
3835,5753,1,1,2876
3837,1439,3,3,719
3839,5759,1,1,2879
3841,2881,2,2,1440
3843,5765,1,1,2882
3845,721,4,4,360
3847,5771,1,1,2885
3849,2887,2,2,1443
3851,5777,1,1,2888
3853,1445,3,3,722
3855,5783,1,1,2891
3857,2893,2,2,1446
3859,5789,1,1,2894
3861,181,6,6,90
3863,5795,1,1,2897
3865,2899,2,2,1449
3867,5801,1,1,2900
3869,1451,3,3,725
3871,5807,1,1,2903
3873,2905,2,2,1452
3875,5813,1,1,2906
3877,727,4,4,363
3879,5819,1,1,2909
3881,2911,2,2,1455
3883,5825,1,1,2912
3885,1457,3,3,728
3887,5831,1,1,2915
3889,2917,2,2,1458
3891,5837,1,1,2918
3893,365,5,5,182
3895,5843,1,1,2921
3897,2923,2,2,1461
3899,5849,1,1,2924
3901,1463,3,3,731
3903,5855,1,1,2927
3905,2929,2,2,1464
3907,5861,1,1,2930
3909,733,4,4,366
3911,5867,1,1,2933
3913,2935,2,2,1467
3915,5873,1,1,2936
3917,1469,3,3,734
3919,5879,1,1,2939
3921,2941,2,2,1470
3923,5885,1,1,2942
3925,23,9,9,11
3927,5891,1,1,2945
3929,2947,2,2,1473
3931,5897,1,1,2948
3933,1475,3,3,737
3935,5903,1,1,2951
3937,2953,2,2,1476
3939,5909,1,1,2954
3941,739,4,4,369
3943,5915,1,1,2957
3945,2959,2,2,1479
3947,5921,1,1,2960
3949,1481,3,3,740
3951,5927,1,1,2963
3953,2965,2,2,1482
3955,5933,1,1,2966
3957,371,5,5,185
3959,5939,1,1,2969
3961,2971,2,2,1485
3963,5945,1,1,2972
3965,1487,3,3,743
3967,5951,1,1,2975
3969,2977,2,2,1488
3971,5957,1,1,2978
3973,745,4,4,372
3975,5963,1,1,2981
3977,2983,2,2,1491
3979,5969,1,1,2984
3981,1493,3,3,746
3983,5975,1,1,2987
3985,2989,2,2,1494
3987,5981,1,1,2990
3989,187,6,6,93
3991,5987,1,1,2993
3993,2995,2,2,1497
3995,5993,1,1,2996
3997,1499,3,3,749
3999,5999,1,1,2999
4001,3001,2,2,1500
4003,6005,1,1,3002
4005,751,4,4,375
4007,6011,1,1,3005
4009,3007,2,2,1503
4011,6017,1,1,3008
4013,1505,3,3,752
4015,6023,1,1,3011
4017,3013,2,2,1506
4019,6029,1,1,3014
4021,377,5,5,188
4023,6035,1,1,3017
4025,3019,2,2,1509
4027,6041,1,1,3020
4029,1511,3,3,755
4031,6047,1,1,3023
4033,3025,2,2,1512
4035,6053,1,1,3026
4037,757,4,4,378
4039,6059,1,1,3029
4041,3031,2,2,1515
4043,6065,1,1,3032
4045,1517,3,3,758
4047,6071,1,1,3035
4049,3037,2,2,1518
4051,6077,1,1,3038
4053,95,7,7,47
4055,6083,1,1,3041
4057,3043,2,2,1521
4059,6089,1,1,3044
4061,1523,3,3,761
4063,6095,1,1,3047
4065,3049,2,2,1524
4067,6101,1,1,3050
4069,763,4,4,381
4071,6107,1,1,3053
4073,3055,2,2,1527
4075,6113,1,1,3056
4077,1529,3,3,764
4079,6119,1,1,3059
4081,3061,2,2,1530
4083,6125,1,1,3062
4085,383,5,5,191
4087,6131,1,1,3065
4089,3067,2,2,1533
4091,6137,1,1,3068
4093,1535,3,3,767
4095,6143,1,1,3071
4097,3073,2,2,1536
4099,6149,1,1,3074
4101,769,4,4,384
4103,6155,1,1,3077
4105,3079,2,2,1539
4107,6161,1,1,3080
4109,1541,3,3,770
4111,6167,1,1,3083
4113,3085,2,2,1542
4115,6173,1,1,3086
4117,193,6,6,96
4119,6179,1,1,3089
4121,3091,2,2,1545
4123,6185,1,1,3092
4125,1547,3,3,773
4127,6191,1,1,3095
4129,3097,2,2,1548
4131,6197,1,1,3098
4133,775,4,4,387
4135,6203,1,1,3101
4137,3103,2,2,1551
4139,6209,1,1,3104
4141,1553,3,3,776
4143,6215,1,1,3107
4145,3109,2,2,1554
4147,6221,1,1,3110
4149,389,5,5,194
4151,6227,1,1,3113
4153,3115,2,2,1557
4155,6233,1,1,3116
4157,1559,3,3,779
4159,6239,1,1,3119
4161,3121,2,2,1560
4163,6245,1,1,3122
4165,781,4,4,390
4167,6251,1,1,3125
4169,3127,2,2,1563
4171,6257,1,1,3128
4173,1565,3,3,782
4175,6263,1,1,3131
4177,3133,2,2,1566
4179,6269,1,1,3134
4181,49,8,8,24
4183,6275,1,1,3137
4185,3139,2,2,1569
4187,6281,1,1,3140
4189,1571,3,3,785
4191,6287,1,1,3143
4193,3145,2,2,1572
4195,6293,1,1,3146
4197,787,4,4,393
4199,6299,1,1,3149
4201,3151,2,2,1575
4203,6305,1,1,3152
4205,1577,3,3,788
4207,6311,1,1,3155
4209,3157,2,2,1578
4211,6317,1,1,3158
4213,395,5,5,197
4215,6323,1,1,3161
4217,3163,2,2,1581
4219,6329,1,1,3164
4221,1583,3,3,791
4223,6335,1,1,3167
4225,3169,2,2,1584
4227,6341,1,1,3170
4229,793,4,4,396
4231,6347,1,1,3173
4233,3175,2,2,1587
4235,6353,1,1,3176
4237,1589,3,3,794
4239,6359,1,1,3179
4241,3181,2,2,1590
4243,6365,1,1,3182
4245,199,6,6,99
4247,6371,1,1,3185
4249,3187,2,2,1593
4251,6377,1,1,3188
4253,1595,3,3,797
4255,6383,1,1,3191
4257,3193,2,2,1596
4259,6389,1,1,3194
4261,799,4,4,399
4263,6395,1,1,3197
4265,3199,2,2,1599
4267,6401,1,1,3200
4269,1601,3,3,800
4271,6407,1,1,3203
4273,3205,2,2,1602
4275,6413,1,1,3206
4277,401,5,5,200
4279,6419,1,1,3209
4281,3211,2,2,1605
4283,6425,1,1,3212
4285,1607,3,3,803
4287,6431,1,1,3215
4289,3217,2,2,1608
4291,6437,1,1,3218
4293,805,4,4,402
4295,6443,1,1,3221
4297,3223,2,2,1611
4299,6449,1,1,3224
4301,1613,3,3,806
4303,6455,1,1,3227
4305,3229,2,2,1614
4307,6461,1,1,3230
4309,101,7,7,50
4311,6467,1,1,3233
4313,3235,2,2,1617
4315,6473,1,1,3236
4317,1619,3,3,809
4319,6479,1,1,3239
4321,3241,2,2,1620
4323,6485,1,1,3242
4325,811,4,4,405
4327,6491,1,1,3245
4329,3247,2,2,1623
4331,6497,1,1,3248
4333,1625,3,3,812
4335,6503,1,1,3251
4337,3253,2,2,1626
4339,6509,1,1,3254
4341,407,5,5,203
4343,6515,1,1,3257
4345,3259,2,2,1629
4347,6521,1,1,3260
4349,1631,3,3,815
4351,6527,1,1,3263
4353,3265,2,2,1632
4355,6533,1,1,3266
4357,817,4,4,408
4359,6539,1,1,3269
4361,3271,2,2,1635
4363,6545,1,1,3272
4365,1637,3,3,818
4367,6551,1,1,3275
4369,3277,2,2,1638
4371,6557,1,1,3278
4373,205,6,6,102
4375,6563,1,1,3281
4377,3283,2,2,1641
4379,6569,1,1,3284
4381,1643,3,3,821
4383,6575,1,1,3287
4385,3289,2,2,1644
4387,6581,1,1,3290
4389,823,4,4,411
4391,6587,1,1,3293
4393,3295,2,2,1647
4395,6593,1,1,3296
4397,1649,3,3,824
4399,6599,1,1,3299
4401,3301,2,2,1650
4403,6605,1,1,3302
4405,413,5,5,206
4407,6611,1,1,3305
4409,3307,2,2,1653
4411,6617,1,1,3308
4413,1655,3,3,827
4415,6623,1,1,3311
4417,3313,2,2,1656
4419,6629,1,1,3314
4421,829,4,4,414
4423,6635,1,1,3317
4425,3319,2,2,1659
4427,6641,1,1,3320
4429,1661,3,3,830
4431,6647,1,1,3323
4433,3325,2,2,1662
4435,6653,1,1,3326
4437,13,10,10,6
4439,6659,1,1,3329
4441,3331,2,2,1665
4443,6665,1,1,3332
4445,1667,3,3,833
4447,6671,1,1,3335
4449,3337,2,2,1668
4451,6677,1,1,3338
4453,835,4,4,417
4455,6683,1,1,3341
4457,3343,2,2,1671
4459,6689,1,1,3344
4461,1673,3,3,836
4463,6695,1,1,3347
4465,3349,2,2,1674
4467,6701,1,1,3350
4469,419,5,5,209
4471,6707,1,1,3353
4473,3355,2,2,1677
4475,6713,1,1,3356
4477,1679,3,3,839
4479,6719,1,1,3359
4481,3361,2,2,1680
4483,6725,1,1,3362
4485,841,4,4,420
4487,6731,1,1,3365
4489,3367,2,2,1683
4491,6737,1,1,3368
4493,1685,3,3,842
4495,6743,1,1,3371
4497,3373,2,2,1686
4499,6749,1,1,3374
4501,211,6,6,105
4503,6755,1,1,3377
4505,3379,2,2,1689
4507,6761,1,1,3380
4509,1691,3,3,845
4511,6767,1,1,3383
4513,3385,2,2,1692
4515,6773,1,1,3386
4517,847,4,4,423
4519,6779,1,1,3389
4521,3391,2,2,1695
4523,6785,1,1,3392
4525,1697,3,3,848
4527,6791,1,1,3395
4529,3397,2,2,1698
4531,6797,1,1,3398
4533,425,5,5,212
4535,6803,1,1,3401
4537,3403,2,2,1701
4539,6809,1,1,3404
4541,1703,3,3,851
4543,6815,1,1,3407
4545,3409,2,2,1704
4547,6821,1,1,3410
4549,853,4,4,426
4551,6827,1,1,3413
4553,3415,2,2,1707
4555,6833,1,1,3416
4557,1709,3,3,854
4559,6839,1,1,3419
4561,3421,2,2,1710
4563,6845,1,1,3422
4565,107,7,7,53
4567,6851,1,1,3425
4569,3427,2,2,1713
4571,6857,1,1,3428
4573,1715,3,3,857
4575,6863,1,1,3431
4577,3433,2,2,1716
4579,6869,1,1,3434
4581,859,4,4,429
4583,6875,1,1,3437
4585,3439,2,2,1719
4587,6881,1,1,3440
4589,1721,3,3,860
4591,6887,1,1,3443
4593,3445,2,2,1722
4595,6893,1,1,3446
4597,431,5,5,215
4599,6899,1,1,3449
4601,3451,2,2,1725
4603,6905,1,1,3452
4605,1727,3,3,863
4607,6911,1,1,3455
4609,3457,2,2,1728
4611,6917,1,1,3458
4613,865,4,4,432
4615,6923,1,1,3461
4617,3463,2,2,1731
4619,6929,1,1,3464
4621,1733,3,3,866
4623,6935,1,1,3467
4625,3469,2,2,1734
4627,6941,1,1,3470
4629,217,6,6,108
4631,6947,1,1,3473
4633,3475,2,2,1737
4635,6953,1,1,3476
4637,1739,3,3,869
4639,6959,1,1,3479
4641,3481,2,2,1740
4643,6965,1,1,3482
4645,871,4,4,435
4647,6971,1,1,3485
4649,3487,2,2,1743
4651,6977,1,1,3488
4653,1745,3,3,872
4655,6983,1,1,3491
4657,3493,2,2,1746
4659,6989,1,1,3494
4661,437,5,5,218
4663,6995,1,1,3497
4665,3499,2,2,1749
