residue,next_residue,weight_tau_capped_R,tau_exact,next_index
100369,75277,2,2,37638
100371,19485,1,1,9742
100373,4705,6,6,2352
100375,19491,1,1,9745
100377,75283,2,2,37641
100379,19497,1,1,9748
100381,37643,3,3,18821
100383,19503,1,1,9751
100385,75289,2,2,37644
100387,19509,1,1,9754
100389,18823,4,4,9411
100391,19515,1,1,9757
100393,75295,2,2,37647
100395,19521,1,1,9760
100397,37649,3,3,18824
100399,19527,1,1,9763
100401,75301,2,2,37650
100403,19533,1,1,9766
100405,9413,5,5,4706
100407,19539,1,1,9769
100409,75307,2,2,37653
100411,19545,1,1,9772
100413,37655,3,3,18827
100415,19551,1,1,9775
100417,75313,2,2,37656
100419,19557,1,1,9778
100421,18829,4,4,9414
100423,19563,1,1,9781
100425,75319,2,2,37659
100427,19569,1,1,9784
100429,37661,3,3,18830
100431,19575,1,1,9787
100433,75325,2,2,37662
100435,19581,1,1,9790
100437,1177,8,8,588
100439,19587,1,1,9793
100441,75331,2,2,37665
100443,19593,1,1,9796
100445,37667,3,3,18833
100447,19599,1,1,9799
100449,75337,2,2,37668
100451,19605,1,1,9802
100453,18835,4,4,9417
100455,19611,1,1,9805
100457,75343,2,2,37671
100459,19617,1,1,9808
100461,37673,3,3,18836
100463,19623,1,1,9811
100465,75349,2,2,37674
100467,19629,1,1,9814
100469,9419,5,5,4709
100471,19635,1,1,9817
100473,75355,2,2,37677
100475,19641,1,1,9820
100477,37679,3,3,18839
100479,19647,1,1,9823
100481,75361,2,2,37680
100483,19653,1,1,9826
100485,18841,4,4,9420
100487,19659,1,1,9829
100489,75367,2,2,37683
100491,19665,1,1,9832
100493,37685,3,3,18842
100495,19671,1,1,9835
100497,75373,2,2,37686
100499,19677,1,1,9838
100501,4711,6,6,2355
100503,19683,1,1,9841
100505,75379,2,2,37689
100507,19689,1,1,9844
100509,37691,3,3,18845
100511,19695,1,1,9847
100513,75385,2,2,37692
100515,19701,1,1,9850
100517,18847,4,4,9423
100519,19707,1,1,9853
100521,75391,2,2,37695
100523,19713,1,1,9856
100525,37697,3,3,18848
100527,19719,1,1,9859
100529,75397,2,2,37698
100531,19725,1,1,9862
100533,9425,5,5,4712
100535,19731,1,1,9865
100537,75403,2,2,37701
100539,19737,1,1,9868
100541,37703,3,3,18851
100543,19743,1,1,9871
100545,75409,2,2,37704
100547,19749,1,1,9874
100549,18853,4,4,9426
100551,19755,1,1,9877
100553,75415,2,2,37707
100555,19761,1,1,9880
100557,37709,3,3,18854
100559,19767,1,1,9883
100561,75421,2,2,37710
100563,19773,1,1,9886
100565,2357,7,7,1178
100567,19779,1,1,9889
100569,75427,2,2,37713
100571,19785,1,1,9892
100573,37715,3,3,18857
100575,19791,1,1,9895
100577,75433,2,2,37716
100579,19797,1,1,9898
100581,18859,4,4,9429
100583,19803,1,1,9901
100585,75439,2,2,37719
100587,19809,1,1,9904
100589,37721,3,3,18860
100591,19815,1,1,9907
100593,75445,2,2,37722
100595,19821,1,1,9910
100597,9431,5,5,4715
100599,19827,1,1,9913
100601,75451,2,2,37725
100603,19833,1,1,9916
100605,37727,3,3,18863
100607,19839,1,1,9919
100609,75457,2,2,37728
100611,19845,1,1,9922
100613,18865,4,4,9432
100615,19851,1,1,9925
100617,75463,2,2,37731
100619,19857,1,1,9928
100621,37733,3,3,18866
100623,19863,1,1,9931
100625,75469,2,2,37734
100627,19869,1,1,9934
100629,4717,6,6,2358
100631,19875,1,1,9937
100633,75475,2,2,37737
100635,19881,1,1,9940
100637,37739,3,3,18869
100639,19887,1,1,9943
100641,75481,2,2,37740
100643,19893,1,1,9946
100645,18871,4,4,9435
100647,19899,1,1,9949
100649,75487,2,2,37743
100651,19905,1,1,9952
100653,37745,3,3,18872
100655,19911,1,1,9955
100657,75493,2,2,37746
100659,19917,1,1,9958
100661,9437,5,5,4718
100663,19923,1,1,9961
100665,75499,2,2,37749
100667,19929,1,1,9964
100669,37751,3,3,18875
100671,19935,1,1,9967
100673,75505,2,2,37752
100675,19941,1,1,9970
100677,18877,4,4,9438
100679,19947,1,1,9973
100681,75511,2,2,37755
100683,19953,1,1,9976
100685,37757,3,3,18878
100687,19959,1,1,9979
100689,75517,2,2,37758
100691,19965,1,1,9982
100693,295,10,10,147
100695,19971,1,1,9985
100697,75523,2,2,37761
100699,19977,1,1,9988
100701,37763,3,3,18881
100703,19983,1,1,9991
100705,75529,2,2,37764
100707,19989,1,1,9994
100709,18883,4,4,9441
100711,19995,1,1,9997
100713,75535,2,2,37767
100715,20001,1,1,10000
100717,37769,3,3,18884
100719,20007,1,1,10003
100721,75541,2,2,37770
100723,20013,1,1,10006
100725,9443,5,5,4721
100727,20019,1,1,10009
100729,75547,2,2,37773
100731,20025,1,1,10012
100733,37775,3,3,18887
100735,20031,1,1,10015
100737,75553,2,2,37776
100739,20037,1,1,10018
100741,18889,4,4,9444
100743,20043,1,1,10021
100745,75559,2,2,37779
100747,20049,1,1,10024
100749,37781,3,3,18890
100751,20055,1,1,10027
100753,75565,2,2,37782
100755,20061,1,1,10030
100757,4723,6,6,2361
100759,20067,1,1,10033
100761,75571,2,2,37785
100763,20073,1,1,10036
100765,37787,3,3,18893
100767,20079,1,1,10039
100769,75577,2,2,37788
100771,20085,1,1,10042
100773,18895,4,4,9447
100775,20091,1,1,10045
100777,75583,2,2,37791
100779,20097,1,1,10048
100781,37793,3,3,18896
100783,20103,1,1,10051
100785,75589,2,2,37794
100787,20109,1,1,10054
100789,9449,5,5,4724
100791,20115,1,1,10057
100793,75595,2,2,37797
100795,20121,1,1,10060
100797,37799,3,3,18899
100799,20127,1,1,10063
100801,75601,2,2,37800
100803,20133,1,1,10066
100805,18901,4,4,9450
100807,20139,1,1,10069
100809,75607,2,2,37803
100811,20145,1,1,10072
100813,37805,3,3,18902
100815,20151,1,1,10075
100817,75613,2,2,37806
100819,20157,1,1,10078
100821,2363,7,7,1181
100823,20163,1,1,10081
100825,75619,2,2,37809
100827,20169,1,1,10084
100829,37811,3,3,18905
100831,20175,1,1,10087
100833,75625,2,2,37812
100835,20181,1,1,10090
100837,18907,4,4,9453
100839,20187,1,1,10093
100841,75631,2,2,37815
100843,20193,1,1,10096
100845,37817,3,3,18908
100847,20199,1,1,10099
100849,75637,2,2,37818
100851,20205,1,1,10102
100853,9455,5,5,4727
100855,20211,1,1,10105
100857,75643,2,2,37821
100859,20217,1,1,10108
100861,37823,3,3,18911
100863,20223,1,1,10111
100865,75649,2,2,37824
100867,20229,1,1,10114
100869,18913,4,4,9456
100871,20235,1,1,10117
100873,75655,2,2,37827
100875,20241,1,1,10120
100877,37829,3,3,18914
100879,20247,1,1,10123
100881,75661,2,2,37830
100883,20253,1,1,10126
100885,4729,6,6,2364
100887,20259,1,1,10129
100889,75667,2,2,37833
100891,20265,1,1,10132
100893,37835,3,3,18917
100895,20271,1,1,10135
100897,75673,2,2,37836
100899,20277,1,1,10138
100901,18919,4,4,9459
100903,20283,1,1,10141
100905,75679,2,2,37839
100907,20289,1,1,10144
100909,37841,3,3,18920
100911,20295,1,1,10147
100913,75685,2,2,37842
100915,20301,1,1,10150
100917,9461,5,5,4730
100919,20307,1,1,10153
100921,75691,2,2,37845
100923,20313,1,1,10156
100925,37847,3,3,18923
100927,20319,1,1,10159
100929,75697,2,2,37848
100931,20325,1,1,10162
100933,18925,4,4,9462
100935,20331,1,1,10165
100937,75703,2,2,37851
100939,20337,1,1,10168
100941,37853,3,3,18926
100943,20343,1,1,10171
100945,75709,2,2,37854
100947,20349,1,1,10174
100949,1183,8,8,591
100951,20355,1,1,10177
100953,75715,2,2,37857
100955,20361,1,1,10180
100957,37859,3,3,18929
100959,20367,1,1,10183
100961,75721,2,2,37860
100963,20373,1,1,10186
100965,18931,4,4,9465
100967,20379,1,1,10189
100969,75727,2,2,37863
100971,20385,1,1,10192
100973,37865,3,3,18932
100975,20391,1,1,10195
100977,75733,2,2,37866
100979,20397,1,1,10198
100981,9467,5,5,4733
100983,20403,1,1,10201
100985,75739,2,2,37869
100987,20409,1,1,10204
100989,37871,3,3,18935
100991,20415,1,1,10207
100993,75745,2,2,37872
100995,20421,1,1,10210
100997,18937,4,4,9468
100999,20427,1,1,10213
101001,75751,2,2,37875
101003,20433,1,1,10216
101005,37877,3,3,18938
101007,20439,1,1,10219
101009,75757,2,2,37878
101011,20445,1,1,10222
101013,4735,6,6,2367
101015,20451,1,1,10225
101017,75763,2,2,37881
101019,20457,1,1,10228
101021,37883,3,3,18941
101023,20463,1,1,10231
101025,75769,2,2,37884
101027,20469,1,1,10234
101029,18943,4,4,9471
101031,20475,1,1,10237
101033,75775,2,2,37887
101035,20481,1,1,10240
101037,37889,3,3,18944
101039,20487,1,1,10243
101041,75781,2,2,37890
101043,20493,1,1,10246
101045,9473,5,5,4736
101047,20499,1,1,10249
101049,75787,2,2,37893
101051,20505,1,1,10252
101053,37895,3,3,18947
101055,20511,1,1,10255
101057,75793,2,2,37896
101059,20517,1,1,10258
101061,18949,4,4,9474
101063,20523,1,1,10261
101065,75799,2,2,37899
101067,20529,1,1,10264
101069,37901,3,3,18950
101071,20535,1,1,10267
101073,75805,2,2,37902
101075,20541,1,1,10270
101077,2369,7,7,1184
101079,20547,1,1,10273
101081,75811,2,2,37905
101083,20553,1,1,10276
101085,37907,3,3,18953
101087,20559,1,1,10279
101089,75817,2,2,37908
101091,20565,1,1,10282
101093,18955,4,4,9477
101095,20571,1,1,10285
101097,75823,2,2,37911
101099,20577,1,1,10288
101101,37913,3,3,18956
101103,20583,1,1,10291
101105,75829,2,2,37914
101107,20589,1,1,10294
101109,9479,5,5,4739
101111,20595,1,1,10297
101113,75835,2,2,37917
101115,20601,1,1,10300
101117,37919,3,3,18959
101119,20607,1,1,10303
101121,75841,2,2,37920
101123,20613,1,1,10306
101125,18961,4,4,9480
101127,20619,1,1,10309
101129,75847,2,2,37923
101131,20625,1,1,10312
101133,37925,3,3,18962
101135,20631,1,1,10315
101137,75853,2,2,37926
101139,20637,1,1,10318
101141,4741,6,6,2370
101143,20643,1,1,10321
101145,75859,2,2,37929
101147,20649,1,1,10324
101149,37931,3,3,18965
101151,20655,1,1,10327
101153,75865,2,2,37932
101155,20661,1,1,10330
101157,18967,4,4,9483
101159,20667,1,1,10333
101161,75871,2,2,37935
101163,20673,1,1,10336
101165,37937,3,3,18968
101167,20679,1,1,10339
101169,75877,2,2,37938
101171,20685,1,1,10342
101173,9485,5,5,4742
101175,20691,1,1,10345
101177,75883,2,2,37941
101179,20697,1,1,10348
101181,37943,3,3,18971
101183,20703,1,1,10351
101185,75889,2,2,37944
101187,20709,1,1,10354
101189,18973,4,4,9486
101191,20715,1,1,10357
101193,75895,2,2,37947
101195,20721,1,1,10360
101197,37949,3,3,18974
101199,20727,1,1,10363
101201,75901,2,2,37950
101203,20733,1,1,10366
101205,593,9,9,296
101207,20739,1,1,10369
101209,75907,2,2,37953
101211,20745,1,1,10372
101213,37955,3,3,18977
101215,20751,1,1,10375
101217,75913,2,2,37956
101219,20757,1,1,10378
101221,18979,4,4,9489
101223,20763,1,1,10381
101225,75919,2,2,37959
101227,20769,1,1,10384
101229,37961,3,3,18980
101231,20775,1,1,10387
101233,75925,2,2,37962
101235,20781,1,1,10390
101237,9491,5,5,4745
101239,20787,1,1,10393
101241,75931,2,2,37965
101243,20793,1,1,10396
101245,37967,3,3,18983
101247,20799,1,1,10399
101249,75937,2,2,37968
101251,20805,1,1,10402
101253,18985,4,4,9492
101255,20811,1,1,10405
101257,75943,2,2,37971
101259,20817,1,1,10408
101261,37973,3,3,18986
101263,20823,1,1,10411
101265,75949,2,2,37974
101267,20829,1,1,10414
101269,4747,6,6,2373
101271,20835,1,1,10417
101273,75955,2,2,37977
101275,20841,1,1,10420
101277,37979,3,3,18989
101279,20847,1,1,10423
101281,75961,2,2,37980
101283,20853,1,1,10426
101285,18991,4,4,9495
101287,20859,1,1,10429
101289,75967,2,2,37983
101291,20865,1,1,10432
101293,37985,3,3,18992
101295,20871,1,1,10435
101297,75973,2,2,37986
101299,20877,1,1,10438
101301,9497,5,5,4748
101303,20883,1,1,10441
101305,75979,2,2,37989
101307,20889,1,1,10444
101309,37991,3,3,18995
101311,20895,1,1,10447
101313,75985,2,2,37992
101315,20901,1,1,10450
101317,18997,4,4,9498
101319,20907,1,1,10453
101321,75991,2,2,37995
101323,20913,1,1,10456
101325,37997,3,3,18998
101327,20919,1,1,10459
101329,75997,2,2,37998
101331,20925,1,1,10462
101333,2375,7,7,1187
101335,20931,1,1,10465
101337,76003,2,2,38001
101339,20937,1,1,10468
101341,38003,3,3,19001
101343,20943,1,1,10471
101345,76009,2,2,38004
101347,20949,1,1,10474
101349,19003,4,4,9501
101351,20955,1,1,10477
101353,76015,2,2,38007
101355,20961,1,1,10480
101357,38009,3,3,19004
101359,20967,1,1,10483
101361,76021,2,2,38010
101363,20973,1,1,10486
101365,9503,5,5,4751
101367,20979,1,1,10489
101369,76027,2,2,38013
101371,20985,1,1,10492
101373,38015,3,3,19007
101375,20991,1,1,10495
101377,76033,2,2,38016
101379,20997,1,1,10498
101381,19009,4,4,9504
101383,21003,1,1,10501
101385,76039,2,2,38019
101387,21009,1,1,10504
101389,38021,3,3,19010
101391,21015,1,1,10507
101393,76045,2,2,38022
101395,21021,1,1,10510
101397,4753,6,6,2376
101399,21027,1,1,10513
101401,76051,2,2,38025
101403,21033,1,1,10516
101405,38027,3,3,19013
101407,21039,1,1,10519
101409,76057,2,2,38028
101411,21045,1,1,10522
101413,19015,4,4,9507
101415,21051,1,1,10525
101417,76063,2,2,38031
101419,21057,1,1,10528
101421,38033,3,3,19016
101423,21063,1,1,10531
101425,76069,2,2,38034
101427,21069,1,1,10534
101429,9509,5,5,4754
101431,21075,1,1,10537
101433,76075,2,2,38037
101435,21081,1,1,10540
101437,38039,3,3,19019
101439,21087,1,1,10543
101441,76081,2,2,38040
101443,21093,1,1,10546
101445,19021,4,4,9510
101447,21099,1,1,10549
101449,76087,2,2,38043
101451,21105,1,1,10552
101453,38045,3,3,19022
101455,21111,1,1,10555
101457,76093,2,2,38046
101459,21117,1,1,10558
101461,1189,8,8,594
101463,21123,1,1,10561
101465,76099,2,2,38049
101467,21129,1,1,10564
101469,38051,3,3,19025
101471,21135,1,1,10567
101473,76105,2,2,38052
101475,21141,1,1,10570
101477,19027,4,4,9513
101479,21147,1,1,10573
101481,76111,2,2,38055
101483,21153,1,1,10576
101485,38057,3,3,19028
101487,21159,1,1,10579
101489,76117,2,2,38058
101491,21165,1,1,10582
101493,9515,5,5,4757
101495,21171,1,1,10585
101497,76123,2,2,38061
101499,21177,1,1,10588
101501,38063,3,3,19031
101503,21183,1,1,10591
101505,76129,2,2,38064
101507,21189,1,1,10594
101509,19033,4,4,9516
101511,21195,1,1,10597
101513,76135,2,2,38067
101515,21201,1,1,10600
101517,38069,3,3,19034
101519,21207,1,1,10603
101521,76141,2,2,38070
101523,21213,1,1,10606
101525,4759,6,6,2379
101527,21219,1,1,10609
101529,76147,2,2,38073
101531,21225,1,1,10612
101533,38075,3,3,19037
101535,21231,1,1,10615
101537,76153,2,2,38076
101539,21237,1,1,10618
101541,19039,4,4,9519
101543,21243,1,1,10621
101545,76159,2,2,38079
101547,21249,1,1,10624
101549,38081,3,3,19040
101551,21255,1,1,10627
101553,76165,2,2,38082
101555,21261,1,1,10630
101557,9521,5,5,4760
101559,21267,1,1,10633
101561,76171,2,2,38085
101563,21273,1,1,10636
101565,38087,3,3,19043
101567,21279,1,1,10639
101569,76177,2,2,38088
101571,21285,1,1,10642
101573,19045,4,4,9522
101575,21291,1,1,10645
101577,76183,2,2,38091
101579,21297,1,1,10648
101581,38093,3,3,19046
101583,21303,1,1,10651
101585,76189,2,2,38094
101587,21309,1,1,10654
101589,2381,7,7,1190
101591,21315,1,1,10657
101593,76195,2,2,38097
101595,21321,1,1,10660
101597,38099,3,3,19049
101599,21327,1,1,10663
101601,76201,2,2,38100
101603,21333,1,1,10666
101605,19051,4,4,9525
101607,21339,1,1,10669
101609,76207,2,2,38103
101611,21345,1,1,10672
101613,38105,3,3,19052
101615,21351,1,1,10675
101617,76213,2,2,38106
101619,21357,1,1,10678
101621,9527,5,5,4763
101623,21363,1,1,10681
101625,76219,2,2,38109
101627,21369,1,1,10684
101629,38111,3,3,19055
101631,21375,1,1,10687
101633,76225,2,2,38112
101635,21381,1,1,10690
101637,19057,4,4,9528
101639,21387,1,1,10693
101641,76231,2,2,38115
101643,21393,1,1,10696
101645,38117,3,3,19058
101647,21399,1,1,10699
101649,76237,2,2,38118
101651,21405,1,1,10702
101653,4765,6,6,2382
101655,21411,1,1,10705
101657,76243,2,2,38121
101659,21417,1,1,10708
101661,38123,3,3,19061
101663,21423,1,1,10711
101665,76249,2,2,38124
101667,21429,1,1,10714
101669,19063,4,4,9531
101671,21435,1,1,10717
101673,76255,2,2,38127
101675,21441,1,1,10720
101677,38129,3,3,19064
101679,21447,1,1,10723
101681,76261,2,2,38130
101683,21453,1,1,10726
101685,9533,5,5,4766
101687,21459,1,1,10729
101689,76267,2,2,38133
101691,21465,1,1,10732
101693,38135,3,3,19067
101695,21471,1,1,10735
101697,76273,2,2,38136
101699,21477,1,1,10738
101701,19069,4,4,9534
101703,21483,1,1,10741
101705,76279,2,2,38139
101707,21489,1,1,10744
101709,38141,3,3,19070
101711,21495,1,1,10747
101713,76285,2,2,38142
101715,21501,1,1,10750
101717,149,11,11,74
101719,21507,1,1,10753
101721,76291,2,2,38145
101723,21513,1,1,10756
101725,38147,3,3,19073
101727,21519,1,1,10759
101729,76297,2,2,38148
101731,21525,1,1,10762
101733,19075,4,4,9537
101735,21531,1,1,10765
101737,76303,2,2,38151
101739,21537,1,1,10768
101741,38153,3,3,19076
101743,21543,1,1,10771
101745,76309,2,2,38154
101747,21549,1,1,10774
101749,9539,5,5,4769
101751,21555,1,1,10777
101753,76315,2,2,38157
101755,21561,1,1,10780
101757,38159,3,3,19079
101759,21567,1,1,10783
101761,76321,2,2,38160
101763,21573,1,1,10786
101765,19081,4,4,9540
101767,21579,1,1,10789
101769,76327,2,2,38163
101771,21585,1,1,10792
101773,38165,3,3,19082
101775,21591,1,1,10795
101777,76333,2,2,38166
101779,21597,1,1,10798
101781,4771,6,6,2385
101783,21603,1,1,10801
101785,76339,2,2,38169
101787,21609,1,1,10804
101789,38171,3,3,19085
101791,21615,1,1,10807
101793,76345,2,2,38172
101795,21621,1,1,10810
101797,19087,4,4,9543
101799,21627,1,1,10813
101801,76351,2,2,38175
101803,21633,1,1,10816
101805,38177,3,3,19088
101807,21639,1,1,10819
101809,76357,2,2,38178
101811,21645,1,1,10822
101813,9545,5,5,4772
101815,21651,1,1,10825
101817,76363,2,2,38181
101819,21657,1,1,10828
101821,38183,3,3,19091
101823,21663,1,1,10831
101825,76369,2,2,38184
101827,21669,1,1,10834
101829,19093,4,4,9546
101831,21675,1,1,10837
101833,76375,2,2,38187
101835,21681,1,1,10840
101837,38189,3,3,19094
101839,21687,1,1,10843
101841,76381,2,2,38190
101843,21693,1,1,10846
101845,2387,7,7,1193
101847,21699,1,1,10849
101849,76387,2,2,38193
101851,21705,1,1,10852
101853,38195,3,3,19097
101855,21711,1,1,10855
101857,76393,2,2,38196
101859,21717,1,1,10858
101861,19099,4,4,9549
101863,21723,1,1,10861
101865,76399,2,2,38199
101867,21729,1,1,10864
101869,38201,3,3,19100
101871,21735,1,1,10867
101873,76405,2,2,38202
101875,21741,1,1,10870
101877,9551,5,5,4775
101879,21747,1,1,10873
101881,76411,2,2,38205
101883,21753,1,1,10876
101885,38207,3,3,19103
101887,21759,1,1,10879
101889,76417,2,2,38208
101891,21765,1,1,10882
101893,19105,4,4,9552
101895,21771,1,1,10885
101897,76423,2,2,38211
101899,21777,1,1,10888
101901,38213,3,3,19106
101903,21783,1,1,10891
101905,76429,2,2,38214
101907,21789,1,1,10894
101909,4777,6,6,2388
101911,21795,1,1,10897
101913,76435,2,2,38217
101915,21801,1,1,10900
101917,38219,3,3,19109
101919,21807,1,1,10903
101921,76441,2,2,38220
101923,21813,1,1,10906
101925,19111,4,4,9555
101927,21819,1,1,10909
101929,76447,2,2,38223
101931,21825,1,1,10912
101933,38225,3,3,19112
101935,21831,1,1,10915
101937,76453,2,2,38226
101939,21837,1,1,10918
101941,9557,5,5,4778
101943,21843,1,1,10921
101945,76459,2,2,38229
101947,21849,1,1,10924
101949,38231,3,3,19115
101951,21855,1,1,10927
101953,76465,2,2,38232
101955,21861,1,1,10930
101957,19117,4,4,9558
101959,21867,1,1,10933
101961,76471,2,2,38235
101963,21873,1,1,10936
101965,38237,3,3,19118
101967,21879,1,1,10939
101969,76477,2,2,38238
101971,21885,1,1,10942
101973,1195,8,8,597
101975,21891,1,1,10945
101977,76483,2,2,38241
101979,21897,1,1,10948
101981,38243,3,3,19121
101983,21903,1,1,10951
101985,76489,2,2,38244
101987,21909,1,1,10954
101989,19123,4,4,9561
101991,21915,1,1,10957
101993,76495,2,2,38247
101995,21921,1,1,10960
101997,38249,3,3,19124
101999,21927,1,1,10963
102001,76501,2,2,38250
102003,21933,1,1,10966
102005,9563,5,5,4781
102007,21939,1,1,10969
102009,76507,2,2,38253
102011,21945,1,1,10972
102013,38255,3,3,19127
102015,21951,1,1,10975
102017,76513,2,2,38256
102019,21957,1,1,10978
102021,19129,4,4,9564
102023,21963,1,1,10981
102025,76519,2,2,38259
102027,21969,1,1,10984
102029,38261,3,3,19130
102031,21975,1,1,10987
102033,76525,2,2,38262
102035,21981,1,1,10990
102037,4783,6,6,2391
102039,21987,1,1,10993
102041,76531,2,2,38265
102043,21993,1,1,10996
102045,38267,3,3,19133
102047,21999,1,1,10999
102049,76537,2,2,38268
102051,22005,1,1,11002
102053,19135,4,4,9567
102055,22011,1,1,11005
102057,76543,2,2,38271
102059,22017,1,1,11008
102061,38273,3,3,19136
102063,22023,1,1,11011
102065,76549,2,2,38274
102067,22029,1,1,11014
102069,9569,5,5,4784
102071,22035,1,1,11017
102073,76555,2,2,38277
102075,22041,1,1,11020
102077,38279,3,3,19139
102079,22047,1,1,11023
102081,76561,2,2,38280
102083,22053,1,1,11026
102085,19141,4,4,9570
102087,22059,1,1,11029
102089,76567,2,2,38283
102091,22065,1,1,11032
102093,38285,3,3,19142
102095,22071,1,1,11035
102097,76573,2,2,38286
102099,22077,1,1,11038
102101,2393,7,7,1196
102103,22083,1,1,11041
102105,76579,2,2,38289
102107,22089,1,1,11044
102109,38291,3,3,19145
102111,22095,1,1,11047
102113,76585,2,2,38292
102115,22101,1,1,11050
102117,19147,4,4,9573
102119,22107,1,1,11053
102121,76591,2,2,38295
102123,22113,1,1,11056
102125,38297,3,3,19148
102127,22119,1,1,11059
102129,76597,2,2,38298
102131,22125,1,1,11062
102133,9575,5,5,4787
102135,22131,1,1,11065
102137,76603,2,2,38301
102139,22137,1,1,11068
102141,38303,3,3,19151
102143,22143,1,1,11071
102145,76609,2,2,38304
102147,22149,1,1,11074
102149,19153,4,4,9576
102151,22155,1,1,11077
102153,76615,2,2,38307
102155,22161,1,1,11080
102157,38309,3,3,19154
102159,22167,1,1,11083
102161,76621,2,2,38310
102163,22173,1,1,11086
102165,4789,6,6,2394
102167,22179,1,1,11089
102169,76627,2,2,38313
102171,22185,1,1,11092
102173,38315,3,3,19157
102175,22191,1,1,11095
102177,76633,2,2,38316
102179,22197,1,1,11098
102181,19159,4,4,9579
102183,22203,1,1,11101
102185,76639,2,2,38319
102187,22209,1,1,11104
102189,38321,3,3,19160
102191,22215,1,1,11107
102193,76645,2,2,38322
102195,22221,1,1,11110
102197,9581,5,5,4790
102199,22227,1,1,11113
102201,76651,2,2,38325
102203,22233,1,1,11116
102205,38327,3,3,19163
102207,22239,1,1,11119
102209,76657,2,2,38328
102211,22245,1,1,11122
102213,19165,4,4,9582
102215,22251,1,1,11125
102217,76663,2,2,38331
102219,22257,1,1,11128
102221,38333,3,3,19166
102223,22263,1,1,11131
102225,76669,2,2,38334
102227,22269,1,1,11134
102229,599,9,9,299
102231,22275,1,1,11137
102233,76675,2,2,38337
102235,22281,1,1,11140
102237,38339,3,3,19169
102239,22287,1,1,11143
102241,76681,2,2,38340
102243,22293,1,1,11146
102245,19171,4,4,9585
102247,22299,1,1,11149
102249,76687,2,2,38343
102251,22305,1,1,11152
102253,38345,3,3,19172
102255,22311,1,1,11155
102257,76693,2,2,38346
102259,22317,1,1,11158
102261,9587,5,5,4793
102263,22323,1,1,11161
102265,76699,2,2,38349
102267,22329,1,1,11164
102269,38351,3,3,19175
102271,22335,1,1,11167
102273,76705,2,2,38352
102275,22341,1,1,11170
102277,19177,4,4,9588
102279,22347,1,1,11173
102281,76711,2,2,38355
102283,22353,1,1,11176
102285,38357,3,3,19178
102287,22359,1,1,11179
102289,76717,2,2,38358
102291,22365,1,1,11182
102293,4795,6,6,2397
102295,22371,1,1,11185
102297,76723,2,2,38361
